date,site,region,pm25_ugm3
2017-04-26,Waimate Kennedy,Canterbury,15.783
2017-04-26,Wainuiomata (Moohan Street),Wellington,10.08
2017-04-26,Wellington Central (Willis Street),Wellington,4.213
2017-04-26,Whangārei Air Shed at Robert Street,Northland,8.01
2017-04-26,Woolston,Canterbury,5.817
2017-04-27,Anzac Square,Canterbury,25.875
2017-04-27,Awatoto AQ,Hawke's Bay,9.6
2017-04-27,Billah Street,Waikato,21.1666
2017-04-27,Blenheim Bowling Club,Marlborough,4.76
2017-04-27,Central School,Taranaki,3.5
2017-04-27,Geraldine,Canterbury,10.688
2017-04-27,Hampstead,Canterbury,6.817
2017-04-27,Kaiapoi,Canterbury,18.146
2017-04-27,Masterton West (Pownall Street),Wellington,16.939
2017-04-27,Patumahoe,Auckland,8.5
2017-04-27,Penrose,Auckland,7.5
2017-04-27,Rangiora,Canterbury,11.5
2017-04-27,Rotorua at Edmund Rd,Bay of Plenty,20.83
2017-04-27,St Albans,Canterbury,8.763
2017-04-27,St Johns,Hawke's Bay,13.9
2017-04-27,Waimate Kennedy,Canterbury,15.042
2017-04-27,Wainuiomata (Moohan Street),Wellington,4.74
2017-04-27,Wellington Central (Willis Street),Wellington,4.467
2017-04-27,Whangārei Air Shed at Robert Street,Northland,7.43
2017-04-27,Woolston,Canterbury,9.354
2017-04-28,Anzac Square,Canterbury,8.788
2017-04-28,Billah Street,Waikato,20.65326
2017-04-28,Blenheim Bowling Club,Marlborough,6.38
2017-04-28,Central School,Taranaki,5.08
2017-04-28,Geraldine,Canterbury,4.288
2017-04-28,Hampstead,Canterbury,6.614
2017-04-28,Kaiapoi,Canterbury,6.782
2017-04-28,Masterton West (Pownall Street),Wellington,7.722
2017-04-28,Patumahoe,Auckland,4.7
2017-04-28,Penrose,Auckland,5.1
2017-04-28,Plunket AQ,Tasman,6.8
2017-04-28,Rangiora,Canterbury,4.429
2017-04-28,Rotorua at Edmund Rd,Bay of Plenty,31.087
2017-04-28,St Albans,Canterbury,6.638
2017-04-28,St Johns,Hawke's Bay,9.3
2017-04-28,Waimate Kennedy,Canterbury,7.975
2017-04-28,Wainuiomata (Moohan Street),Wellington,4.114
2017-04-28,Wellington Central (Willis Street),Wellington,5.467
2017-04-28,Whangārei Air Shed at Robert Street,Northland,5.33
2017-04-28,Woolston,Canterbury,7.229
2017-04-29,Anzac Square,Canterbury,16.354
2017-04-29,Awatoto AQ,Hawke's Bay,12.1
2017-04-29,Billah Street,Waikato,2.91417
2017-04-29,Blenheim Bowling Club,Marlborough,12.26
2017-04-29,Central School,Taranaki,2.04
2017-04-29,Geraldine,Canterbury,13.396
2017-04-29,Hampstead,Canterbury,14.246
2017-04-29,Kaiapoi,Canterbury,15.021
2017-04-29,Masterton West (Pownall Street),Wellington,4.115
2017-04-29,Patumahoe,Auckland,1.9
2017-04-29,Penrose,Auckland,1.8
2017-04-29,Rangiora,Canterbury,11.092
2017-04-29,Rotorua at Edmund Rd,Bay of Plenty,17.748
2017-04-29,St Albans,Canterbury,11.596
2017-04-29,St Johns,Hawke's Bay,4.8
2017-04-29,Waimate Kennedy,Canterbury,18.342
2017-04-29,Wainuiomata (Moohan Street),Wellington,3.58
2017-04-29,Wellington Central (Willis Street),Wellington,4.863
2017-04-29,Whangārei Air Shed at Robert Street,Northland,3.3
2017-04-29,Woolston,Canterbury,12.463
2017-04-30,Anzac Square,Canterbury,6.775
2017-04-30,Awatoto AQ,Hawke's Bay,5.2
2017-04-30,Billah Street,Waikato,4.05396
2017-04-30,Blenheim Bowling Club,Marlborough,6.85
2017-04-30,Central School,Taranaki,2.17
2017-04-30,Geraldine,Canterbury,8.517
2017-04-30,Hampstead,Canterbury,6.596
2017-04-30,Kaiapoi,Canterbury,16.421
2017-04-30,Masterton West (Pownall Street),Wellington,5.85
2017-04-30,Penrose,Auckland,5.2
2017-04-30,Rangiora,Canterbury,6.948
2017-04-30,Rotorua at Edmund Rd,Bay of Plenty,5.375
2017-04-30,St Albans,Canterbury,4.588
2017-04-30,St Johns,Hawke's Bay,4.7
2017-04-30,Waimate Kennedy,Canterbury,7.375
2017-04-30,Wainuiomata (Moohan Street),Wellington,2.14
2017-04-30,Wellington Central (Willis Street),Wellington,4.663
2017-04-30,Whangārei Air Shed at Robert Street,Northland,2.56
2017-04-30,Woolston,Canterbury,5.338
2017-05-01,Anzac Square,Canterbury,10.242
2017-05-01,Awatoto AQ,Hawke's Bay,5.8
2017-05-01,Billah Street,Waikato,14.44493
2017-05-01,Blenheim Bowling Club,Marlborough,23.81
2017-05-01,Central School,Taranaki,4.42
2017-05-01,Geraldine,Canterbury,9.871
2017-05-01,Hampstead,Canterbury,15.092
2017-05-01,Kaiapoi,Canterbury,21.683
2017-05-01,Masterton West (Pownall Street),Wellington,10.416
2017-05-01,Patumahoe,Auckland,4.2
2017-05-01,Penrose,Auckland,7.1
2017-05-01,Rangiora,Canterbury,14.7
2017-05-01,Rotorua at Edmund Rd,Bay of Plenty,7.724
2017-05-01,St Albans,Canterbury,20.6
2017-05-01,St Johns,Hawke's Bay,2.0
2017-05-01,Waimate Kennedy,Canterbury,14.417
2017-05-01,Wainuiomata (Moohan Street),Wellington,3.392
2017-05-01,Wellington Central (Willis Street),Wellington,9.048
2017-05-01,Whangārei Air Shed at Robert Street,Northland,8.67
2017-05-01,Woolston,Canterbury,9.15
2017-05-02,Anzac Square,Canterbury,35.675
2017-05-02,Awatoto AQ,Hawke's Bay,2.5
2017-05-02,Billah Street,Waikato,36.78736
2017-05-02,Blenheim Bowling Club,Marlborough,17.11
2017-05-02,Central School,Taranaki,4.17
2017-05-02,Geraldine,Canterbury,23.421
2017-05-02,Hampstead,Canterbury,21.633
2017-05-02,Kaiapoi,Canterbury,36.733
2017-05-02,Masterton West (Pownall Street),Wellington,25.397
2017-05-02,Patumahoe,Auckland,9.2
2017-05-02,Penrose,Auckland,8.1
2017-05-02,Rangiora,Canterbury,33.379
2017-05-02,Rotorua at Edmund Rd,Bay of Plenty,19.766
2017-05-02,St Albans,Canterbury,21.142
2017-05-02,St Johns,Hawke's Bay,15.5
2017-05-02,Waimate Kennedy,Canterbury,24.754
2017-05-02,Wainuiomata (Moohan Street),Wellington,9.333
2017-05-02,Wellington Central (Willis Street),Wellington,6.475
2017-05-02,Whangārei Air Shed at Robert Street,Northland,11.54
2017-05-02,Woolston,Canterbury,8.575
2017-05-03,Anzac Square,Canterbury,11.463
2017-05-03,Awatoto AQ,Hawke's Bay,10.9
2017-05-03,Billah Street,Waikato,21.86354
2017-05-03,Blenheim Bowling Club,Marlborough,6.34
2017-05-03,Central School,Taranaki,1.83
2017-05-03,Geraldine,Canterbury,10.575
2017-05-03,Hampstead,Canterbury,5.129
2017-05-03,Kaiapoi,Canterbury,11.675
2017-05-03,Masterton West (Pownall Street),Wellington,15.163
2017-05-03,Patumahoe,Auckland,9.5
2017-05-03,Penrose,Auckland,6.5
2017-05-03,Rangiora,Canterbury,4.691
2017-05-03,Rotorua at Edmund Rd,Bay of Plenty,36.505
2017-05-03,St Albans,Canterbury,6.679
2017-05-03,St Johns,Hawke's Bay,17.9
2017-05-03,Waimate Kennedy,Canterbury,9.408
2017-05-03,Wainuiomata (Moohan Street),Wellington,4.45
2017-05-03,Wellington Central (Willis Street),Wellington,5.829
2017-05-03,Whangārei Air Shed at Robert Street,Northland,8.55
2017-05-03,Woolston,Canterbury,7.37
2017-05-04,Anzac Square,Canterbury,9.65
2017-05-04,Awatoto AQ,Hawke's Bay,3.2
2017-05-04,Billah Street,Waikato,6.82924
2017-05-04,Blenheim Bowling Club,Marlborough,11.51
2017-05-04,Central School,Taranaki,4.5
2017-05-04,Geraldine,Canterbury,15.054
2017-05-04,Hampstead,Canterbury,10.321
2017-05-04,Kaiapoi,Canterbury,11.733
2017-05-04,Masterton West (Pownall Street),Wellington,14.65
2017-05-04,Patumahoe,Auckland,6.2
2017-05-04,Penrose,Auckland,6.7
2017-05-04,Rangiora,Canterbury,7.567
2017-05-04,Rotorua at Edmund Rd,Bay of Plenty,10.973
2017-05-04,St Albans,Canterbury,7.054
2017-05-04,St Johns,Hawke's Bay,9.2
2017-05-04,Waimate Kennedy,Canterbury,3.313
2017-05-04,Wainuiomata (Moohan Street),Wellington,5.606
2017-05-04,Wellington Central (Willis Street),Wellington,6.713
2017-05-04,Whangārei Air Shed at Robert Street,Northland,5.21
2017-05-04,Woolston,Canterbury,6.617
2017-05-05,Anzac Square,Canterbury,26.283
2017-05-05,Awatoto AQ,Hawke's Bay,6.1
2017-05-05,Billah Street,Waikato,26.39069
2017-05-05,Blenheim Bowling Club,Marlborough,23.29
2017-05-05,Central School,Taranaki,5.83
2017-05-05,Geraldine,Canterbury,18.667
2017-05-05,Hampstead,Canterbury,18.408
2017-05-05,Kaiapoi,Canterbury,19.796
2017-05-05,Masterton West (Pownall Street),Wellington,13.292
2017-05-05,Patumahoe,Auckland,5.7
2017-05-05,Penrose,Auckland,9.4
2017-05-05,Rangiora,Canterbury,14.783
2017-05-05,Rotorua at Edmund Rd,Bay of Plenty,14.008
2017-05-05,St Albans,Canterbury,17.917
2017-05-05,St Johns,Hawke's Bay,18.4
2017-05-05,Waimate Kennedy,Canterbury,13.229
2017-05-05,Wainuiomata (Moohan Street),Wellington,13.883
2017-05-05,Wellington Central (Willis Street),Wellington,6.995
2017-05-05,Whangārei Air Shed at Robert Street,Northland,10.4
2017-05-05,Woolston,Canterbury,10.633
2017-05-06,Anzac Square,Canterbury,21.208
2017-05-06,Awatoto AQ,Hawke's Bay,7.6
2017-05-06,Billah Street,Waikato,37.18583
2017-05-06,Blenheim Bowling Club,Marlborough,20.62
2017-05-06,Central School,Taranaki,7.21
2017-05-06,Geraldine,Canterbury,18.233
2017-05-06,Hampstead,Canterbury,15.221
2017-05-06,Kaiapoi,Canterbury,20.463
2017-05-06,Masterton West (Pownall Street),Wellington,23.252
2017-05-06,Patumahoe,Auckland,6.7
2017-05-06,Penrose,Auckland,11.0
2017-05-06,Plunket AQ,Tasman,17.0
2017-05-06,Rangiora,Canterbury,10.108
2017-05-06,Rotorua at Edmund Rd,Bay of Plenty,28.861
2017-05-06,St Albans,Canterbury,26.792
2017-05-06,St Johns,Hawke's Bay,29.0
2017-05-06,Waimate Kennedy,Canterbury,13.329
2017-05-06,Wainuiomata (Moohan Street),Wellington,11.88
2017-05-06,Wellington Central (Willis Street),Wellington,8.883
2017-05-06,Whangārei Air Shed at Robert Street,Northland,12.47
2017-05-06,Woolston,Canterbury,22.25
2017-05-07,Anzac Square,Canterbury,14.183
2017-05-07,Awatoto AQ,Hawke's Bay,7.0
2017-05-07,Billah Street,Waikato,34.33146
2017-05-07,Blenheim Bowling Club,Marlborough,31.9
2017-05-07,Central School,Taranaki,4.83
2017-05-07,Geraldine,Canterbury,22.167
2017-05-07,Hampstead,Canterbury,14.746
2017-05-07,Kaiapoi,Canterbury,9.892
2017-05-07,Masterton West (Pownall Street),Wellington,19.333
2017-05-07,Patumahoe,Auckland,5.5
2017-05-07,Penrose,Auckland,7.0
2017-05-07,Plunket AQ,Tasman,15.0
2017-05-07,Rangiora,Canterbury,10.813
2017-05-07,Rotorua at Edmund Rd,Bay of Plenty,28.231
2017-05-07,St Albans,Canterbury,7.408
2017-05-07,St Johns,Hawke's Bay,19.6
2017-05-07,Waimate Kennedy,Canterbury,18.283
2017-05-07,Wainuiomata (Moohan Street),Wellington,17.681
2017-05-07,Wellington Central (Willis Street),Wellington,4.571
2017-05-07,Whangārei Air Shed at Robert Street,Northland,10.89
2017-05-07,Woolston,Canterbury,5.296
2017-05-08,Anzac Square,Canterbury,38.425
2017-05-08,Awatoto AQ,Hawke's Bay,7.8
2017-05-08,Billah Street,Waikato,30.45458
2017-05-08,Blenheim Bowling Club,Marlborough,19.59
2017-05-08,Central School,Taranaki,2.08
2017-05-08,Geraldine,Canterbury,26.521
2017-05-08,Hampstead,Canterbury,26.021
2017-05-08,Kaiapoi,Canterbury,21.208
2017-05-08,Masterton West (Pownall Street),Wellington,22.57
2017-05-08,Patumahoe,Auckland,8.9
2017-05-08,Penrose,Auckland,11.0
2017-05-08,Plunket AQ,Tasman,22.0
2017-05-08,Rangiora,Canterbury,19.604
2017-05-08,Rotorua at Edmund Rd,Bay of Plenty,33.924
2017-05-08,St Albans,Canterbury,14.957
2017-05-08,St Johns,Hawke's Bay,21.7
2017-05-08,Waimate Kennedy,Canterbury,23.904
2017-05-08,Wainuiomata (Moohan Street),Wellington,4.617
2017-05-08,Wellington Central (Willis Street),Wellington,3.583
2017-05-08,Whangārei Air Shed at Robert Street,Northland,9.16
2017-05-08,Woolston,Canterbury,11.646
2017-05-09,Anzac Square,Canterbury,22.779
2017-05-09,Awatoto AQ,Hawke's Bay,17.4
2017-05-09,Billah Street,Waikato,38.54458
2017-05-09,Blenheim Bowling Club,Marlborough,10.79
2017-05-09,Central School,Taranaki,4.12
2017-05-09,Geraldine,Canterbury,19.029
2017-05-09,Hampstead,Canterbury,26.579
2017-05-09,Kaiapoi,Canterbury,17.338
2017-05-09,Masterton West (Pownall Street),Wellington,14.481
2017-05-09,Patumahoe,Auckland,7.6
2017-05-09,Penrose,Auckland,7.2
2017-05-09,Plunket AQ,Tasman,17.0
2017-05-09,Rangiora,Canterbury,14.217
2017-05-09,Rotorua at Edmund Rd,Bay of Plenty,40.44
2017-05-09,St Albans,Canterbury,15.804
2017-05-09,St Johns,Hawke's Bay,29.7
2017-05-09,Waimate Kennedy,Canterbury,28.896
2017-05-09,Wainuiomata (Moohan Street),Wellington,4.826
2017-05-09,Wellington Central (Willis Street),Wellington,2.821
2017-05-09,Whangārei Air Shed at Robert Street,Northland,9.11
2017-05-09,Woolston,Canterbury,14.483
2017-05-10,Anzac Square,Canterbury,24.896
2017-05-10,Awatoto AQ,Hawke's Bay,13.0
2017-05-10,Billah Street,Waikato,19.79722
2017-05-10,Blenheim Bowling Club,Marlborough,31.43
2017-05-10,Central School,Taranaki,3.67
2017-05-10,Geraldine,Canterbury,22.808
2017-05-10,Hampstead,Canterbury,28.383
2017-05-10,Kaiapoi,Canterbury,21.121
2017-05-10,Masterton West (Pownall Street),Wellington,13.566
2017-05-10,Patumahoe,Auckland,1.8
2017-05-10,Penrose,Auckland,3.5
2017-05-10,Plunket AQ,Tasman,22.0
2017-05-10,Rangiora,Canterbury,16.813
2017-05-10,Rotorua at Edmund Rd,Bay of Plenty,22.201
2017-05-10,St Albans,Canterbury,12.488
2017-05-10,St Johns,Hawke's Bay,20.3
2017-05-10,Waimate Kennedy,Canterbury,22.567
2017-05-10,Wainuiomata (Moohan Street),Wellington,4.718
2017-05-10,Wellington Central (Willis Street),Wellington,5.288
2017-05-10,Whangārei Air Shed at Robert Street,Northland,4.16
2017-05-10,Woolston,Canterbury,12.221
2017-05-11,Anzac Square,Canterbury,31.738
2017-05-11,Awatoto AQ,Hawke's Bay,6.1
2017-05-11,Billah Street,Waikato,3.67063
2017-05-11,Blenheim Bowling Club,Marlborough,36.24
2017-05-11,Central School,Taranaki,2.46
2017-05-11,Geraldine,Canterbury,23.213
2017-05-11,Hampstead,Canterbury,41.454
2017-05-11,Kaiapoi,Canterbury,22.696
2017-05-11,Masterton West (Pownall Street),Wellington,6.674
2017-05-11,Patumahoe,Auckland,1.9
2017-05-11,Penrose,Auckland,4.2
2017-05-11,Plunket AQ,Tasman,9.5
2017-05-11,Rangiora,Canterbury,18.432
2017-05-11,Rotorua at Edmund Rd,Bay of Plenty,2.712
2017-05-11,St Albans,Canterbury,10.075
2017-05-11,St Johns,Hawke's Bay,13.2
2017-05-11,Waimate Kennedy,Canterbury,19.833
2017-05-11,Wainuiomata (Moohan Street),Wellington,4.134
2017-05-11,Wellington Central (Willis Street),Wellington,0.925
2017-05-11,Whangārei Air Shed at Robert Street,Northland,4.73
2017-05-11,Woolston,Canterbury,9.138
2017-05-12,Anzac Square,Canterbury,18.096
2017-05-12,Awatoto AQ,Hawke's Bay,2.5
2017-05-12,Billah Street,Waikato,3.71188
2017-05-12,Blenheim Bowling Club,Marlborough,17.48
2017-05-12,Central School,Taranaki,0.96
2017-05-12,Geraldine,Canterbury,11.721
2017-05-12,Hampstead,Canterbury,22.95
2017-05-12,Kaiapoi,Canterbury,22.488
2017-05-12,Masterton West (Pownall Street),Wellington,4.647
2017-05-12,Penrose,Auckland,4.9
2017-05-12,Plunket AQ,Tasman,9.5
2017-05-12,Rangiora,Canterbury,10.996
2017-05-12,Rotorua at Edmund Rd,Bay of Plenty,2.872
2017-05-12,St Albans,Canterbury,15.021
2017-05-12,St Johns,Hawke's Bay,2.2
2017-05-12,Waimate Kennedy,Canterbury,14.043
2017-05-12,Wainuiomata (Moohan Street),Wellington,1.823
2017-05-12,Wellington Central (Willis Street),Wellington,7.896
2017-05-12,Whangārei Air Shed at Robert Street,Northland,2.24
2017-05-12,Woolston,Canterbury,12.258
2017-05-13,Anzac Square,Canterbury,19.754
2017-05-13,Awatoto AQ,Hawke's Bay,3.4
2017-05-13,Billah Street,Waikato,19.14069
2017-05-13,Blenheim Bowling Club,Marlborough,18.87
2017-05-13,Central School,Taranaki,3.29
2017-05-13,Geraldine,Canterbury,18.65
2017-05-13,Hampstead,Canterbury,20.958
2017-05-13,Kaiapoi,Canterbury,28.746
2017-05-13,Masterton West (Pownall Street),Wellington,11.755
2017-05-13,Patumahoe,Auckland,5.0
2017-05-13,Penrose,Auckland,8.0
2017-05-13,Plunket AQ,Tasman,12.0
2017-05-13,Rangiora,Canterbury,16.442
2017-05-13,Rotorua at Edmund Rd,Bay of Plenty,6.046
2017-05-13,St Albans,Canterbury,21.05
2017-05-13,St Johns,Hawke's Bay,2.7
2017-05-13,Waimate Kennedy,Canterbury,14.6
2017-05-13,Wainuiomata (Moohan Street),Wellington,7.783
2017-05-13,Wellington Central (Willis Street),Wellington,2.267
2017-05-13,Whangārei Air Shed at Robert Street,Northland,9.2
2017-05-13,Woolston,Canterbury,12.317
2017-05-14,Anzac Square,Canterbury,18.808
2017-05-14,Awatoto AQ,Hawke's Bay,5.1
2017-05-14,Billah Street,Waikato,36.20993
2017-05-14,Blenheim Bowling Club,Marlborough,27.09
2017-05-14,Central School,Taranaki,3.0
2017-05-14,Geraldine,Canterbury,19.05
2017-05-14,Hampstead,Canterbury,28.175
2017-05-14,Kaiapoi,Canterbury,46.683
2017-05-14,Masterton West (Pownall Street),Wellington,26.033
2017-05-14,Patumahoe,Auckland,7.3
2017-05-14,Penrose,Auckland,7.2
2017-05-14,Plunket AQ,Tasman,22.0
2017-05-14,Rangiora,Canterbury,23.9
2017-05-14,Rotorua at Edmund Rd,Bay of Plenty,14.803
2017-05-14,St Albans,Canterbury,51.4
2017-05-14,St Johns,Hawke's Bay,25.6
2017-05-14,Waimate Kennedy,Canterbury,22.941
2017-05-14,Wainuiomata (Moohan Street),Wellington,17.213
2017-05-14,Wellington Central (Willis Street),Wellington,6.204
2017-05-14,Whangārei Air Shed at Robert Street,Northland,9.18
2017-05-14,Woolston,Canterbury,30.038
2017-05-15,Anzac Square,Canterbury,39.392
2017-05-15,Awatoto AQ,Hawke's Bay,13.5
2017-05-15,Billah Street,Waikato,34.4966
2017-05-15,Blenheim Bowling Club,Marlborough,30.64
2017-05-15,Central School,Taranaki,3.33
2017-05-15,Geraldine,Canterbury,24.413
2017-05-15,Hampstead,Canterbury,14.475
2017-05-15,Kaiapoi,Canterbury,24.779
2017-05-15,Masterton West (Pownall Street),Wellington,18.994
2017-05-15,Patumahoe,Auckland,6.7
2017-05-15,Penrose,Auckland,6.1
2017-05-15,Plunket AQ,Tasman,25.0
2017-05-15,Rangiora,Canterbury,18.908
2017-05-15,Rotorua at Edmund Rd,Bay of Plenty,31.508
2017-05-15,St Albans,Canterbury,22.2
2017-05-15,St Johns,Hawke's Bay,29.5
2017-05-15,Waimate Kennedy,Canterbury,24.652
2017-05-15,Wainuiomata (Moohan Street),Wellington,12.608
2017-05-15,Wellington Central (Willis Street),Wellington,6.025
2017-05-15,Whangārei Air Shed at Robert Street,Northland,8.35
2017-05-15,Woolston,Canterbury,25.146
2017-05-16,Anzac Square,Canterbury,21.638
2017-05-16,Awatoto AQ,Hawke's Bay,10.2
2017-05-16,Billah Street,Waikato,18.89118
2017-05-16,Blenheim Bowling Club,Marlborough,26.31
2017-05-16,Central School,Taranaki,1.75
2017-05-16,Geraldine,Canterbury,24.075
2017-05-16,Hampstead,Canterbury,20.125
2017-05-16,Kaiapoi,Canterbury,28.333
2017-05-16,Masterton West (Pownall Street),Wellington,14.919
2017-05-16,Patumahoe,Auckland,8.2
2017-05-16,Penrose,Auckland,6.6
2017-05-16,Plunket AQ,Tasman,17.0
2017-05-16,Rangiora,Canterbury,20.938
2017-05-16,Rotorua at Edmund Rd,Bay of Plenty,42.072
2017-05-16,St Albans,Canterbury,14.492
2017-05-16,St Johns,Hawke's Bay,29.5
2017-05-16,Waimate Kennedy,Canterbury,23.021
2017-05-16,Wainuiomata (Moohan Street),Wellington,15.116
2017-05-16,Wellington Central (Willis Street),Wellington,5.567
2017-05-16,Whangārei Air Shed at Robert Street,Northland,3.94
2017-05-16,Woolston,Canterbury,10.492
2017-05-17,Anzac Square,Canterbury,17.471
2017-05-17,Awatoto AQ,Hawke's Bay,5.6
2017-05-17,Billah Street,Waikato,6.53813
2017-05-17,Blenheim Bowling Club,Marlborough,29.72
2017-05-17,Central School,Taranaki,4.46
2017-05-17,Geraldine,Canterbury,19.678
2017-05-17,Hampstead,Canterbury,13.354
2017-05-17,Kaiapoi,Canterbury,32.646
2017-05-17,Masterton West (Pownall Street),Wellington,6.198
2017-05-17,Patumahoe,Auckland,3.6
2017-05-17,Penrose,Auckland,5.3
2017-05-17,Plunket AQ,Tasman,8.4
2017-05-17,Rangiora,Canterbury,18.775
2017-05-17,Rotorua at Edmund Rd,Bay of Plenty,12.767
2017-05-17,St Albans,Canterbury,19.088
2017-05-17,St Johns,Hawke's Bay,11.3
2017-05-17,Waimate Kennedy,Canterbury,18.221
2017-05-17,Wainuiomata (Moohan Street),Wellington,5.59
2017-05-17,Wellington Central (Willis Street),Wellington,5.696
2017-05-17,Whangārei Air Shed at Robert Street,Northland,5.07
2017-05-17,Woolston,Canterbury,17.813
2017-05-18,Anzac Square,Canterbury,8.033
2017-05-18,Awatoto AQ,Hawke's Bay,6.3
2017-05-18,Billah Street,Waikato,4.46014
2017-05-18,Blenheim Bowling Club,Marlborough,22.31
2017-05-18,Central School,Taranaki,6.5
2017-05-18,Geraldine,Canterbury,10.871
2017-05-18,Hampstead,Canterbury,5.839
2017-05-18,Kaiapoi,Canterbury,9.779
2017-05-18,Masterton West (Pownall Street),Wellington,10.761
2017-05-18,Patumahoe,Auckland,4.0
2017-05-18,Penrose,Auckland,7.4
2017-05-18,Plunket AQ,Tasman,4.9
2017-05-18,Rangiora,Canterbury,6.929
2017-05-18,Rotorua at Edmund Rd,Bay of Plenty,8.409
2017-05-18,St Albans,Canterbury,5.463
2017-05-18,St Johns,Hawke's Bay,8.2
2017-05-18,Waimate Kennedy,Canterbury,3.738
2017-05-18,Wainuiomata (Moohan Street),Wellington,2.793
2017-05-18,Wellington Central (Willis Street),Wellington,5.308
2017-05-18,Whangārei Air Shed at Robert Street,Northland,7.11
2017-05-18,Woolston,Canterbury,3.667
2017-05-19,Anzac Square,Canterbury,8.213
2017-05-19,Awatoto AQ,Hawke's Bay,4.6
2017-05-19,Billah Street,Waikato,9.12076
2017-05-19,Blenheim Bowling Club,Marlborough,15.36
2017-05-19,Central School,Taranaki,5.96
2017-05-19,Geraldine,Canterbury,7.875
2017-05-19,Hampstead,Canterbury,10.933
2017-05-19,Kaiapoi,Canterbury,12.042
2017-05-19,Masterton West (Pownall Street),Wellington,10.046
2017-05-19,Nelson at St Vincent St,Nelson,6.1
2017-05-19,Patumahoe,Auckland,8.6
2017-05-19,Penrose,Auckland,6.6
2017-05-19,Plunket AQ,Tasman,5.7
2017-05-19,Rangiora,Canterbury,9.575
2017-05-19,Rotorua at Edmund Rd,Bay of Plenty,5.754
2017-05-19,St Albans,Canterbury,6.574
2017-05-19,St Johns,Hawke's Bay,6.9
2017-05-19,Waimate Kennedy,Canterbury,4.191
2017-05-19,Wainuiomata (Moohan Street),Wellington,6.448
2017-05-19,Wellington Central (Willis Street),Wellington,3.35
2017-05-19,Whangārei Air Shed at Robert Street,Northland,7.47
2017-05-19,Woolston,Canterbury,8.533
2017-05-20,Anzac Square,Canterbury,2.704
2017-05-20,Awatoto AQ,Hawke's Bay,5.0
2017-05-20,Billah Street,Waikato,6.25819
2017-05-20,Blenheim Bowling Club,Marlborough,25.97
2017-05-20,Central School,Taranaki,4.96
2017-05-20,Geraldine,Canterbury,7.183
2017-05-20,Hampstead,Canterbury,5.25
